CHAIN,WEEK,DEX,UNIQUE_USERS,SWAP_VOLUME
Polygon,2022-03-28 00:00:00.000,uniswap,59284,535606894.93
Arbitrum,2022-04-04 00:00:00.000,balancer,1487,8157983.25
Arbitrum,2022-04-04 00:00:00.000,dodo,83,69164.29
Arbitrum,2022-04-04 00:00:00.000,gmx,313,13796750.1
Arbitrum,2022-04-04 00:00:00.000,curve,378,3253628.39
Arbitrum,2022-04-04 00:00:00.000,hashflow,129,"null"
Arbitrum,2022-04-04 00:00:00.000,uniswap,4638,44239387.33
Arbitrum,2022-04-04 00:00:00.000,sushiswap,7206,125160377.27
Avalanche,2022-04-04 00:00:00.000,trader joe,95770,892614561.77
Avalanche,2022-04-04 00:00:00.000,sushiswap,5080,2288357
Avalanche,2022-04-04 00:00:00.000,curve,1828,85816504.99
Avalanche,2022-04-04 00:00:00.000,platypus,2989,453282214.75
Avalanche,2022-04-04 00:00:00.000,woofi,424,21469241.94
Avalanche,2022-04-04 00:00:00.000,kyberswap,1590,49647570.14
Avalanche,2022-04-04 00:00:00.000,pangolin,16588,114658443.1
Avalanche,2022-04-04 00:00:00.000,gmx,354,42675972.79
BSC,2022-04-04 00:00:00.000,kyberswap,1765,5765666.91
BSC,2022-04-04 00:00:00.000,biswap,50690,422926992.22
BSC,2022-04-04 00:00:00.000,hashflow,1368,"null"
BSC,2022-04-04 00:00:00.000,woofi,1266,"null"
BSC,2022-04-04 00:00:00.000,pancakeswap,1246552,1758977509.59
BSC,2022-04-04 00:00:00.000,sushiswap,4486,188385.96
BSC,2022-04-04 00:00:00.000,dodo,8446,857939.46
Optimism,2022-04-04 00:00:00.000,uniswap,3954,17284310
Optimism,2022-04-04 00:00:00.000,curve,216,"null"
Optimism,2022-04-04 00:00:00.000,synthetix,382,2188.24
Polygon,2022-04-04 00:00:00.000,quickswap,119192,228302865.5
Polygon,2022-04-04 00:00:00.000,kyberswap,44465,27023982.19
Polygon,2022-04-04 00:00:00.000,uniswap,61467,457698716.23
Polygon,2022-04-04 00:00:00.000,balancer,27471,91642610.6
Polygon,2022-04-04 00:00:00.000,sushiswap,37790,79621064.52
Polygon,2022-04-04 00:00:00.000,dodo,18092,70947462.7
Polygon,2022-04-04 00:00:00.000,hashflow,1195,1273979.53
Polygon,2022-04-04 00:00:00.000,curve,3339,14223718.4
Arbitrum,2022-04-11 00:00:00.000,dodo,79,117316.66
Arbitrum,2022-04-11 00:00:00.000,uniswap,7350,42706841.78
Arbitrum,2022-04-11 00:00:00.000,gmx,612,4748594.76
Arbitrum,2022-04-11 00:00:00.000,sushiswap,7588,79500331.23
Arbitrum,2022-04-11 00:00:00.000,hashflow,455,"null"
Arbitrum,2022-04-11 00:00:00.000,curve,508,3774523.19
Arbitrum,2022-04-11 00:00:00.000,balancer,2147,3865262.96
Avalanche,2022-04-11 00:00:00.000,kyberswap,1631,52054807.52
Avalanche,2022-04-11 00:00:00.000,gmx,334,35407458.7
Avalanche,2022-04-11 00:00:00.000,hashflow,230,41779529.95
Avalanche,2022-04-11 00:00:00.000,trader joe,95377,640510871.81
Avalanche,2022-04-11 00:00:00.000,pangolin,14847,79213749.95
Avalanche,2022-04-11 00:00:00.000,sushiswap,4966,3355550.69
Avalanche,2022-04-11 00:00:00.000,woofi,441,16658470.42
Avalanche,2022-04-11 00:00:00.000,platypus,2874,601240443.8
Avalanche,2022-04-11 00:00:00.000,curve,2026,125384022.67
BSC,2022-04-11 00:00:00.000,hashflow,1152,"null"
BSC,2022-04-11 00:00:00.000,kyberswap,1202,6885090.45
BSC,2022-04-11 00:00:00.000,woofi,1183,"null"
BSC,2022-04-11 00:00:00.000,sushiswap,3576,158431.41
BSC,2022-04-11 00:00:00.000,biswap,45864,266574700.14
BSC,2022-04-11 00:00:00.000,dodo,7371,852693.44
BSC,2022-04-11 00:00:00.000,pancakeswap,1109440,1346235441.95
Optimism,2022-04-11 00:00:00.000,synthetix,723,3602.47
Optimism,2022-04-11 00:00:00.000,uniswap,6017,16269085.56
Optimism,2022-04-11 00:00:00.000,curve,425,"null"
Polygon,2022-04-11 00:00:00.000,dodo,16202,62905509.4
Polygon,2022-04-11 00:00:00.000,kyberswap,42710,20599365.18
Polygon,2022-04-11 00:00:00.000,hashflow,725,851482.15
Polygon,2022-04-11 00:00:00.000,sushiswap,34208,62191942.84
Polygon,2022-04-11 00:00:00.000,curve,2770,9371040.29
Polygon,2022-04-11 00:00:00.000,balancer,22604,59715084.02
Polygon,2022-04-11 00:00:00.000,quickswap,124341,243432521.49
Polygon,2022-04-11 00:00:00.000,uniswap,68558,401038371.91
Arbitrum,2022-04-18 00:00:00.000,uniswap,8259,34296073.79
Arbitrum,2022-04-18 00:00:00.000,gmx,657,1916232.2
Arbitrum,2022-04-18 00:00:00.000,sushiswap,9818,67965087.72
Arbitrum,2022-04-18 00:00:00.000,curve,673,2579979.21
Arbitrum,2022-04-18 00:00:00.000,dodo,94,60871.76
Arbitrum,2022-04-18 00:00:00.000,balancer,2537,3496862.99
Arbitrum,2022-04-18 00:00:00.000,hashflow,1338,"null"
Avalanche,2022-04-18 00:00:00.000,trader joe,87823,553467692.73
Avalanche,2022-04-18 00:00:00.000,sushiswap,4754,2944260.28
Avalanche,2022-04-18 00:00:00.000,hashflow,395,76296193.87
Avalanche,2022-04-18 00:00:00.000,pangolin,13614,56793813.98
Avalanche,2022-04-18 00:00:00.000,platypus,2981,762223287.1
Avalanche,2022-04-18 00:00:00.000,woofi,500,21576764.73
Avalanche,2022-04-18 00:00:00.000,kyberswap,2276,76899521.41
Avalanche,2022-04-18 00:00:00.000,gmx,227,28949507.66
Avalanche,2022-04-18 00:00:00.000,curve,2727,150669648.2
BSC,2022-04-18 00:00:00.000,hashflow,1852,"null"
BSC,2022-04-18 00:00:00.000,kyberswap,1210,6139965.52
BSC,2022-04-18 00:00:00.000,biswap,49745,254551457.06
BSC,2022-04-18 00:00:00.000,pancakeswap,1171854,1206800151.66
BSC,2022-04-18 00:00:00.000,sushiswap,3945,179308.43
BSC,2022-04-18 00:00:00.000,dodo,8174,929636.84
BSC,2022-04-18 00:00:00.000,woofi,2535,68899.92
Optimism,2022-04-18 00:00:00.000,uniswap,14760,32116180.7
Optimism,2022-04-18 00:00:00.000,curve,1312,"null"
Optimism,2022-04-18 00:00:00.000,dodo,1,"null"
Optimism,2022-04-18 00:00:00.000,synthetix,1994,50169.94
Polygon,2022-04-18 00:00:00.000,kyberswap,50408,21665257.71
Polygon,2022-04-18 00:00:00.000,curve,3969,9599235.53
Polygon,2022-04-18 00:00:00.000,uniswap,70291,442811136.57
Polygon,2022-04-18 00:00:00.000,dodo,14265,55637959.09
Polygon,2022-04-18 00:00:00.000,hashflow,2630,6370001.37
Polygon,2022-04-18 00:00:00.000,sushiswap,31151,69144599.01
Polygon,2022-04-18 00:00:00.000,balancer,18444,63276774.89
Polygon,2022-04-18 00:00:00.000,quickswap,116709,201089769.5
Arbitrum,2022-04-25 00:00:00.000,gmx,1424,3599050.05
Arbitrum,2022-04-25 00:00:00.000,curve,1448,3755679.35
Arbitrum,2022-04-25 00:00:00.000,sushiswap,12033,49557980.56
Arbitrum,2022-04-25 00:00:00.000,hashflow,2581,"null"
Arbitrum,2022-04-25 00:00:00.000,uniswap,20478,26610907.61
Arbitrum,2022-04-25 00:00:00.000,dodo,137,108493.31
Arbitrum,2022-04-25 00:00:00.000,balancer,5286,2684468.12
Avalanche,2022-04-25 00:00:00.000,curve,3535,245370981.52
Avalanche,2022-04-25 00:00:00.000,trader joe,86949,593830386.64
Avalanche,2022-04-25 00:00:00.000,platypus,3238,518300306.85
Avalanche,2022-04-25 00:00:00.000,gmx,277,33464871.02
Avalanche,2022-04-25 00:00:00.000,woofi,687,26530988.39
Avalanche,2022-04-25 00:00:00.000,pangolin,13811,76105257.74
Avalanche,2022-04-25 00:00:00.000,sushiswap,4684,1412929.18
Avalanche,2022-04-25 00:00:00.000,hashflow,542,57198424.03
Avalanche,2022-04-25 00:00:00.000,kyberswap,1999,83998752.25
BSC,2022-04-25 00:00:00.000,woofi,2642,32116.68
BSC,2022-04-25 00:00:00.000,biswap,55491,405952638.94
BSC,2022-04-25 00:00:00.000,hashflow,1961,"null"
BSC,2022-04-25 00:00:00.000,pancakeswap,1127621,1337020736.18
BSC,2022-04-25 00:00:00.000,dodo,8689,556469.34
BSC,2022-04-25 00:00:00.000,sushiswap,4716,168233.14
BSC,2022-04-25 00:00:00.000,kyberswap,1637,5941305.61
Optimism,2022-04-25 00:00:00.000,uniswap,13413,26580563.44
Optimism,2022-04-25 00:00:00.000,curve,1194,"null"
Optimism,2022-04-25 00:00:00.000,synthetix,1448,8553.55
Polygon,2022-04-25 00:00:00.000,kyberswap,34001,30488616
Polygon,2022-04-25 00:00:00.000,curve,7949,16906643.04
Polygon,2022-04-25 00:00:00.000,quickswap,114850,243425509.38
Polygon,2022-04-25 00:00:00.000,hashflow,2886,9711076.38
Polygon,2022-04-25 00:00:00.000,uniswap,76552,556832146.91
Polygon,2022-04-25 00:00:00.000,dodo,15047,68312781.67
Polygon,2022-04-25 00:00:00.000,balancer,19351,77952007.36
Polygon,2022-04-25 00:00:00.000,sushiswap,30302,83041249.05
Arbitrum,2022-05-02 00:00:00.000,uniswap,22416,32464601.04
Arbitrum,2022-05-02 00:00:00.000,dodo,136,94455.94
Arbitrum,2022-05-02 00:00:00.000,gmx,2717,3027158.35
Arbitrum,2022-05-02 00:00:00.000,hashflow,4678,"null"
Arbitrum,2022-05-02 00:00:00.000,sushiswap,16400,65969548.14
Arbitrum,2022-05-02 00:00:00.000,balancer,6936,2910014.02
Arbitrum,2022-05-02 00:00:00.000,curve,1454,3326627.03
Avalanche,2022-05-02 00:00:00.000,hashflow,918,54780382.67
Avalanche,2022-05-02 00:00:00.000,platypus,3066,558659981.04
Avalanche,2022-05-02 00:00:00.000,woofi,617,34542470.12
Avalanche,2022-05-02 00:00:00.000,curve,3383,216269507.48
Avalanche,2022-05-02 00:00:00.000,sushiswap,4203,1305690.38
Avalanche,2022-05-02 00:00:00.000,kyberswap,1763,55834140
Avalanche,2022-05-02 00:00:00.000,pangolin,14940,78905065.29
Avalanche,2022-05-02 00:00:00.000,gmx,578,56306949.6
Avalanche,2022-05-02 00:00:00.000,trader joe,83231,612112622.6
BSC,2022-05-02 00:00:00.000,pancakeswap,1034320,997809423.37
BSC,2022-05-02 00:00:00.000,woofi,1785,2750.33
BSC,2022-05-02 00:00:00.000,biswap,48788,297841406.44
BSC,2022-05-02 00:00:00.000,kyberswap,1241,5223072.06
BSC,2022-05-02 00:00:00.000,sushiswap,4616,222822.13
BSC,2022-05-02 00:00:00.000,dodo,7164,505174.79
BSC,2022-05-02 00:00:00.000,hashflow,2438,"null"
Optimism,2022-05-02 00:00:00.000,hashflow,470,"null"
Optimism,2022-05-02 00:00:00.000,curve,1325,"null"
Optimism,2022-05-02 00:00:00.000,synthetix,1683,1024.6
Optimism,2022-05-02 00:00:00.000,uniswap,12085,22088977.36
Optimism,2022-05-02 00:00:00.000,sushiswap,1,0.28
Polygon,2022-05-02 00:00:00.000,balancer,20039,74781651.41
Polygon,2022-05-02 00:00:00.000,kyberswap,33066,28786822.72
Polygon,2022-05-02 00:00:00.000,sushiswap,27738,65283529.36
Polygon,2022-05-02 00:00:00.000,curve,9560,17066092.85
Polygon,2022-05-02 00:00:00.000,quickswap,100724,206672771.5
Polygon,2022-05-02 00:00:00.000,dodo,13735,45925028.03
Polygon,2022-05-02 00:00:00.000,hashflow,3715,23983387.61
Polygon,2022-05-02 00:00:00.000,uniswap,75087,601210458.41
Arbitrum,2022-05-09 00:00:00.000,balancer,6206,3800532.74
Arbitrum,2022-05-09 00:00:00.000,curve,1480,12262642.48
Arbitrum,2022-05-09 00:00:00.000,uniswap,16187,59801520.78
Arbitrum,2022-05-09 00:00:00.000,hashflow,2627,"null"
Arbitrum,2022-05-09 00:00:00.000,sushiswap,11908,88607863.27
Arbitrum,2022-05-09 00:00:00.000,gmx,2457,16032908.12
Arbitrum,2022-05-09 00:00:00.000,dodo,120,242526.88
Avalanche,2022-05-09 00:00:00.000,pangolin,18474,323287948.04
Avalanche,2022-05-09 00:00:00.000,kyberswap,2466,119489877.52
Avalanche,2022-05-09 00:00:00.000,platypus,4861,1471927252.56
Avalanche,2022-05-09 00:00:00.000,woofi,511,32221303.08
Avalanche,2022-05-09 00:00:00.000,hashflow,721,71936972.09
Avalanche,2022-05-09 00:00:00.000,sushiswap,5854,2754904.78
Avalanche,2022-05-09 00:00:00.000,trader joe,81656,1884372823.81
Avalanche,2022-05-09 00:00:00.000,gmx,1193,208136524.45
Avalanche,2022-05-09 00:00:00.000,curve,4519,960933561.78
BSC,2022-05-09 00:00:00.000,dodo,9027,672029.03
BSC,2022-05-09 00:00:00.000,biswap,70831,598445119.98
BSC,2022-05-09 00:00:00.000,woofi,1347,3537.4
BSC,2022-05-09 00:00:00.000,pancakeswap,1208559,1447367943.82
BSC,2022-05-09 00:00:00.000,sushiswap,6088,235071.31
BSC,2022-05-09 00:00:00.000,kyberswap,1988,7138773.92
BSC,2022-05-09 00:00:00.000,hashflow,2890,"null"
Optimism,2022-05-09 00:00:00.000,uniswap,8960,43298339.4
Optimism,2022-05-09 00:00:00.000,sushiswap,24,145.5
Optimism,2022-05-09 00:00:00.000,synthetix,1041,477.61
Optimism,2022-05-09 00:00:00.000,curve,1111,"null"
Optimism,2022-05-09 00:00:00.000,hashflow,374,"null"
Polygon,2022-05-09 00:00:00.000,quickswap,135651,666401318.09
Polygon,2022-05-09 00:00:00.000,uniswap,67967,1304372452.14
Polygon,2022-05-09 00:00:00.000,balancer,27761,175381922.88
Polygon,2022-05-09 00:00:00.000,dodo,14542,128447075.31
Polygon,2022-05-09 00:00:00.000,hashflow,3546,10640564.66
Polygon,2022-05-09 00:00:00.000,curve,6197,72250882.69
Polygon,2022-05-09 00:00:00.000,sushiswap,33527,139979872.18
Polygon,2022-05-09 00:00:00.000,kyberswap,21257,109362357.29
Arbitrum,2022-05-16 00:00:00.000,gmx,3474,2678417.97
Arbitrum,2022-05-16 00:00:00.000,curve,1702,2230597.23
Arbitrum,2022-05-16 00:00:00.000,uniswap,20349,16148363.12
Arbitrum,2022-05-16 00:00:00.000,hashflow,2031,"null"
Arbitrum,2022-05-16 00:00:00.000,sushiswap,11897,31068958.21
Arbitrum,2022-05-16 00:00:00.000,dodo,169,143199.08
Arbitrum,2022-05-16 00:00:00.000,balancer,7504,1054354.66
Avalanche,2022-05-16 00:00:00.000,curve,2178,156342465.46
Avalanche,2022-05-16 00:00:00.000,woofi,972,28340400.08
Avalanche,2022-05-16 00:00:00.000,trader joe,54223,453623611.25
Avalanche,2022-05-16 00:00:00.000,sushiswap,4069,1165491.75
Avalanche,2022-05-16 00:00:00.000,kyberswap,1290,25903617.75
Avalanche,2022-05-16 00:00:00.000,gmx,577,58763875.02
Avalanche,2022-05-16 00:00:00.000,platypus,3093,364619241.02
Avalanche,2022-05-16 00:00:00.000,pangolin,12090,67207307.22
Avalanche,2022-05-16 00:00:00.000,hashflow,398,7546303.09
BSC,2022-05-16 00:00:00.000,kyberswap,1255,6603807.16
BSC,2022-05-16 00:00:00.000,woofi,1079,36412.03
BSC,2022-05-16 00:00:00.000,pancakeswap,940479,900704821.46
BSC,2022-05-16 00:00:00.000,dodo,5693,381076.99
BSC,2022-05-16 00:00:00.000,sushiswap,3463,113479.86
BSC,2022-05-16 00:00:00.000,hashflow,2364,"null"
BSC,2022-05-16 00:00:00.000,biswap,45057,175513908.61
Optimism,2022-05-16 00:00:00.000,sushiswap,128,1110.53
Optimism,2022-05-16 00:00:00.000,synthetix,917,2399.69
Optimism,2022-05-16 00:00:00.000,uniswap,10808,16598885.95
Optimism,2022-05-16 00:00:00.000,hashflow,265,"null"
Optimism,2022-05-16 00:00:00.000,curve,1340,"null"
Polygon,2022-05-16 00:00:00.000,quickswap,110736,141949513.61
Polygon,2022-05-16 00:00:00.000,dodo,11145,54979467.12
Polygon,2022-05-16 00:00:00.000,balancer,19236,34813843.59
Polygon,2022-05-16 00:00:00.000,kyberswap,16593,29372570.68
Polygon,2022-05-16 00:00:00.000,hashflow,946,909779.57
Polygon,2022-05-16 00:00:00.000,curve,4170,7197927.21
Polygon,2022-05-16 00:00:00.000,fraxswap,1,0.24
Polygon,2022-05-16 00:00:00.000,uniswap,60800,458659414.08
Polygon,2022-05-16 00:00:00.000,sushiswap,25526,42193026.04
Arbitrum,2022-05-23 00:00:00.000,dodo,156,81823.89
Arbitrum,2022-05-23 00:00:00.000,hashflow,1902,"null"
Arbitrum,2022-05-23 00:00:00.000,sushiswap,11411,19890253.33
Arbitrum,2022-05-23 00:00:00.000,uniswap,20185,18072531.71
Arbitrum,2022-05-23 00:00:00.000,gmx,4367,4187522.37
Arbitrum,2022-05-23 00:00:00.000,curve,1416,3790217.02
Arbitrum,2022-05-23 00:00:00.000,balancer,7384,1114660.02
Avalanche,2022-05-23 00:00:00.000,platypus,2781,229861361.33
Avalanche,2022-05-23 00:00:00.000,trader joe,47528,414341572.56
Avalanche,2022-05-23 00:00:00.000,woofi,1003,21646976.62
Avalanche,2022-05-23 00:00:00.000,kyberswap,1337,12954133.22
Avalanche,2022-05-23 00:00:00.000,sushiswap,4148,594904.12
Avalanche,2022-05-23 00:00:00.000,pangolin,10409,65253520.32
Avalanche,2022-05-23 00:00:00.000,gmx,632,50392759.66
Avalanche,2022-05-23 00:00:00.000,fraxswap,1,3.3
Avalanche,2022-05-23 00:00:00.000,hashflow,375,5179423.3
Avalanche,2022-05-23 00:00:00.000,curve,2054,75890602.21
BSC,2022-05-23 00:00:00.000,kyberswap,878,3243879.63
BSC,2022-05-23 00:00:00.000,sushiswap,4649,124774.99
BSC,2022-05-23 00:00:00.000,dodo,5223,1294723.48
BSC,2022-05-23 00:00:00.000,pancakeswap,962296,756727203.29
BSC,2022-05-23 00:00:00.000,woofi,848,4950.91
BSC,2022-05-23 00:00:00.000,biswap,44871,170181501.28
BSC,2022-05-23 00:00:00.000,hashflow,2235,"null"
Optimism,2022-05-23 00:00:00.000,hashflow,341,"null"
Optimism,2022-05-23 00:00:00.000,uniswap,13036,16100045.9
Optimism,2022-05-23 00:00:00.000,sushiswap,127,1685.74
Optimism,2022-05-23 00:00:00.000,synthetix,860,753.73
Optimism,2022-05-23 00:00:00.000,curve,1393,"null"
Optimism,2022-05-23 00:00:00.000,beethoven-x,1,6.01
Polygon,2022-05-23 00:00:00.000,curve,4002,11881890.62
Polygon,2022-05-23 00:00:00.000,dodo,10165,49290786.37
Polygon,2022-05-23 00:00:00.000,uniswap,55179,476196307.06
Polygon,2022-05-23 00:00:00.000,sushiswap,25081,42902104.6
Polygon,2022-05-23 00:00:00.000,balancer,16812,33344346.55
Polygon,2022-05-23 00:00:00.000,quickswap,97074,136862566.83
Polygon,2022-05-23 00:00:00.000,hashflow,1036,435629.25
Polygon,2022-05-23 00:00:00.000,kyberswap,16347,24597591.62
Polygon,2022-05-23 00:00:00.000,fraxswap,8,83.36
Arbitrum,2022-05-30 00:00:00.000,curve,1683,1530728.65
Arbitrum,2022-05-30 00:00:00.000,dodo,217,94099.73
Arbitrum,2022-05-30 00:00:00.000,hashflow,3062,"null"
Arbitrum,2022-05-30 00:00:00.000,balancer,9121,1563084.9
Arbitrum,2022-05-30 00:00:00.000,uniswap,25453,17770677.42
Arbitrum,2022-05-30 00:00:00.000,sushiswap,15222,20116371.35
Arbitrum,2022-05-30 00:00:00.000,gmx,5439,4049906.82
Avalanche,2022-05-30 00:00:00.000,kyberswap,1156,11337575.45
Avalanche,2022-05-30 00:00:00.000,platypus,2487,252164948.54
Avalanche,2022-05-30 00:00:00.000,sushiswap,4348,707224.55
Avalanche,2022-05-30 00:00:00.000,hashflow,358,3797095.93
Avalanche,2022-05-30 00:00:00.000,trader joe,45531,293083274.24
Avalanche,2022-05-30 00:00:00.000,gmx,574,49077509.92
Avalanche,2022-05-30 00:00:00.000,curve,1921,55045099.27
Avalanche,2022-05-30 00:00:00.000,woofi,826,18480739.09
Avalanche,2022-05-30 00:00:00.000,pangolin,9622,46914070.03
BSC,2022-05-30 00:00:00.000,hashflow,2031,"null"
BSC,2022-05-30 00:00:00.000,sushiswap,3598,189709.11
BSC,2022-05-30 00:00:00.000,dodo,5286,958402.86
BSC,2022-05-30 00:00:00.000,woofi,620,32542.64
BSC,2022-05-30 00:00:00.000,pancakeswap,911356,574933517.95
BSC,2022-05-30 00:00:00.000,kyberswap,465,2429283.79
BSC,2022-05-30 00:00:00.000,biswap,39781,126211595.3
Optimism,2022-05-30 00:00:00.000,velodrome,8038,3574479.92
Optimism,2022-05-30 00:00:00.000,hashflow,429,"null"
Optimism,2022-05-30 00:00:00.000,synthetix,1169,21797.94
Optimism,2022-05-30 00:00:00.000,dodo,1,"null"
Optimism,2022-05-30 00:00:00.000,uniswap,68945,295256313.23
Optimism,2022-05-30 00:00:00.000,sushiswap,783,822240.93
Optimism,2022-05-30 00:00:00.000,beethoven-x,1519,493064.86
Optimism,2022-05-30 00:00:00.000,curve,5921,"null"
Polygon,2022-05-30 00:00:00.000,curve,3622,6080278.38
Polygon,2022-05-30 00:00:00.000,sushiswap,24092,29790066
Polygon,2022-05-30 00:00:00.000,quickswap,92022,98115307
Polygon,2022-05-30 00:00:00.000,dodo,9441,19519615.25
Polygon,2022-05-30 00:00:00.000,hashflow,2140,560592.02
Polygon,2022-05-30 00:00:00.000,kyberswap,15797,25949806.18
Polygon,2022-05-30 00:00:00.000,balancer,15588,28448272.12
Polygon,2022-05-30 00:00:00.000,uniswap,54545,405109500.91
Polygon,2022-05-30 00:00:00.000,fraxswap,5,29.17
Arbitrum,2022-06-06 00:00:00.000,fraxswap,22,467870
Arbitrum,2022-06-06 00:00:00.000,dodo,239,54779.53
Arbitrum,2022-06-06 00:00:00.000,kyberswap,1,"null"
Arbitrum,2022-06-06 00:00:00.000,hashflow,3415,"null"
Arbitrum,2022-06-06 00:00:00.000,uniswap,23787,19007811.99
Arbitrum,2022-06-06 00:00:00.000,sushiswap,14273,18904286.45
Arbitrum,2022-06-06 00:00:00.000,balancer,8822,2489244.76
Arbitrum,2022-06-06 00:00:00.000,curve,1701,4112459.27
Arbitrum,2022-06-06 00:00:00.000,gmx,5919,3425659.28
Avalanche,2022-06-06 00:00:00.000,sushiswap,4233,632441.53
Avalanche,2022-06-06 00:00:00.000,kyberswap,1172,14127777.23
Avalanche,2022-06-06 00:00:00.000,fraxswap,36,136447.51
Avalanche,2022-06-06 00:00:00.000,hashflow,416,9772530.83
Avalanche,2022-06-06 00:00:00.000,gmx,563,37273906.93
Avalanche,2022-06-06 00:00:00.000,platypus,2763,194569751.17
Avalanche,2022-06-06 00:00:00.000,curve,2120,52417065.28
Avalanche,2022-06-06 00:00:00.000,pangolin,9278,61083669.09
Avalanche,2022-06-06 00:00:00.000,trader joe,42567,312408659.31
Avalanche,2022-06-06 00:00:00.000,woofi,898,27062205.01
BSC,2022-06-06 00:00:00.000,kyberswap,705,1260012.32
BSC,2022-06-06 00:00:00.000,pancakeswap,942108,565287215.22
BSC,2022-06-06 00:00:00.000,hashflow,1482,"null"
BSC,2022-06-06 00:00:00.000,dodo,6323,1281660.89
BSC,2022-06-06 00:00:00.000,woofi,859,6108.67
BSC,2022-06-06 00:00:00.000,sushiswap,3241,234489.64
BSC,2022-06-06 00:00:00.000,biswap,41709,154684474.8
Optimism,2022-06-06 00:00:00.000,velodrome,2298,6183293.29
Optimism,2022-06-06 00:00:00.000,sushiswap,350,67021.88
Optimism,2022-06-06 00:00:00.000,uniswap,27396,109167884.43
Optimism,2022-06-06 00:00:00.000,hashflow,328,"null"
Optimism,2022-06-06 00:00:00.000,synthetix,706,1096.16
Optimism,2022-06-06 00:00:00.000,beethoven-x,1195,1404055.93
Optimism,2022-06-06 00:00:00.000,curve,1820,"null"
Polygon,2022-06-06 00:00:00.000,hashflow,1338,1192581.95
Polygon,2022-06-06 00:00:00.000,quickswap,88872,140002726.93
Polygon,2022-06-06 00:00:00.000,dodo,10357,44840489.67
Polygon,2022-06-06 00:00:00.000,uniswap,56078,537285661.63
Polygon,2022-06-06 00:00:00.000,balancer,16955,36499466.94
Polygon,2022-06-06 00:00:00.000,sushiswap,29941,31971984.74
Polygon,2022-06-06 00:00:00.000,curve,3793,9892912.52
Polygon,2022-06-06 00:00:00.000,kyberswap,14156,16955061.16
Polygon,2022-06-06 00:00:00.000,fraxswap,255,499965.92
Arbitrum,2022-06-13 00:00:00.000,gmx,3873,17844248.92
Arbitrum,2022-06-13 00:00:00.000,balancer,6164,2431183.22
Arbitrum,2022-06-13 00:00:00.000,dodo,395,43265.97
Arbitrum,2022-06-13 00:00:00.000,curve,1796,10798749.28
Arbitrum,2022-06-13 00:00:00.000,sushiswap,11999,17355740.55
Arbitrum,2022-06-13 00:00:00.000,fraxswap,41,1476317.56
Arbitrum,2022-06-13 00:00:00.000,hashflow,1991,"null"
Arbitrum,2022-06-13 00:00:00.000,uniswap,17030,23572427.11
Avalanche,2022-06-13 00:00:00.000,trader joe,42299,517532945.39
Avalanche,2022-06-13 00:00:00.000,woofi,1478,40875974.33
Avalanche,2022-06-13 00:00:00.000,gmx,682,45435734.07
